frames,r11,r21,r31,r12,r22,r32,r13,r23,r33,pitch,yaw,roll,q1,q2,q3,q4,u1,u2,u3,angle,Sx,Sy,Sz,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z
12897,0.98766,-0.12111,-0.099324,0.065533,0.89549,-0.44023,0.14226,0.42829,0.89237,26.258,-5.7003,6.9907,0.22349,-0.062165,0.048027,0.97154,0.94342,-0.26242,0.20274,27.407,28.995,135.91,-624.26,0.040423,0.18698,-0.64844,-0.027129,0.1915,-0.69605,0.008338,0.18235,-0.71475,0.088908,0.16325,-0.6975
12899,0.99061,-0.11638,-0.071774,0.073072,0.89428,-0.4415,0.11557,0.43211,0.89439,26.272,-4.1159,6.7004,0.22469,-0.048183,0.048726,0.97202,0.9565,-0.20512,0.20743,27.172,27.604,136.17,-623.73,0.039513,0.18718,-0.64785,-0.026721,0.19123,-0.69729,0.0092792,0.18211,-0.71501,0.089413,0.16361,-0.69546
12901,0.99327,-0.10726,-0.043781,0.077464,0.89588,-0.43749,0.08615,0.43115,0.89816,25.971,-2.5093,6.1636,0.22318,-0.033382,0.047461,0.97305,0.96782,-0.14477,0.20582,26.664,26.567,135.91,-623.89,0.038413,0.18724,-0.64734,-0.026386,0.19064,-0.69864,0.010124,0.1822,-0.71523,0.089776,0.16401,-0.69341
12902,0.99448,-0.10345,-0.017373,0.085128,0.89265,-0.44265,0.061301,0.43872,0.89653,26.277,-0.99544,5.939,0.22655,-0.020223,0.048475,0.97258,0.97416,-0.086957,0.20844,26.896,25.124,136.5,-623.34,0.03732,0.18772,-0.64685,-0.026182,0.1904,-0.69989,0.010714,0.18203,-0.71552,0.089943,0.16423,-0.69169
12904,0.99526,-0.097045,0.0061592,0.089803,0.89299,-0.44102,0.037299,0.43948,0.89748,26.17,0.3529,5.5692,0.22627,-0.0080021,0.048016,0.97285,0.97763,-0.034575,0.20746,26.764,23.527,136.37,-623.34,0.036011,0.18762,-0.64664,-0.0262,0.18991,-0.7011,0.011117,0.1817,-0.71587,0.089849,0.16454,-0.69007
12906,0.99563,-0.088328,0.030439,0.092592,0.88946,-0.44753,0.012455,0.44839,0.89375,26.598,1.7443,5.0698,0.23044,0.0046255,0.046535,0.97196,0.98002,0.019672,0.1979,27.199,22.107,137.01,-622.78,0.034692,0.18814,-0.64627,-0.026347,0.18936,-0.70232,0.011395,0.18133,-0.7162,0.089547,0.1651,-0.68843
12907,0.99511,-0.083699,0.0525,0.09833,0.89085,-0.44353,-0.0096464,0.44653,0.89472,26.369,3.0094,4.8079,0.22888,0.015981,0.046808,0.9722,0.97744,0.068247,0.1999,27.084,20.223,136.86,-622.91,0.033251,0.18801,-0.64611,-0.026434,0.18915,-0.70338,0.011657,0.18117,-0.71645,0.089234,0.16549,-0.68685
12909,0.99428,-0.073093,0.077851,0.10031,0.88932,-0.44615,-0.036625,0.45141,0.89157,26.584,4.4651,4.2044,0.23097,0.029459,0.044623,0.97149,0.97424,0.12426,0.18822,27.429,19.068,137.04,-622.89,0.031792,0.18837,-0.64586,-0.026528,0.18838,-0.70476,0.011907,0.18109,-0.71668,0.088854,0.1659,-0.68518
12911,0.9925,-0.065957,0.10288,0.10524,0.88926,-0.44513,-0.062131,0.45262,0.88953,26.584,5.9053,3.802,0.23114,0.042486,0.044078,0.97099,0.96667,0.17768,0.18434,27.669,17.309,137.17,-622.94,0.030197,0.18858,-0.64565,-0.026595,0.18806,-0.70596,0.012149,0.18106,-0.71689,0.088383,0.1664,-0.68351
12912,0.99008,-0.056138,0.12877,0.10811,0.88984,-0.44328,-0.0897,0.4528,0.88709,26.551,7.3985,3.2452,0.23084,0.056281,0.042312,0.97044,0.95649,0.2332,0.17532,27.932,15.55,137.12,-623.15,0.02849,0.18864,-0.64555,-0.026691,0.18749,-0.70735,0.012348,0.18091,-0.71716,0.087841,0.16701,-0.6817
12914,0.9869,-0.047274,0.15422,0.11213,0.88835,-0.44526,-0.11596,0.45672,0.88202,26.785,8.8718,2.7424,0.23266,0.069693,0.041119,0.96919,0.94451,0.28292,0.16692,28.521,13.843,137.48,-623.08,0.026851,0.18903,-0.64539,-0.026779,0.18705,-0.70863,0.012567,0.18081,-0.71745,0.087174,0.16764,-0.67997
12916,0.98294,-0.03833,0.17988,0.11606,0.888,-0.44495,-0.14268,0.45824,0.8773,26.893,10.363,2.2331,0.23326,0.083306,0.039872,0.96802,0.92977,0.33206,0.15893,29.059,11.948,137.68,-623.19,0.025095,0.18927,-0.64532,-0.026867,0.18665,-0.70996,0.012722,0.18073,-0.71767,0.086445,0.16831,-0.67825
12917,0.97826,-0.029739,0.20526,0.11966,0.88927,-0.44146,-0.1694,0.45642,0.87349,26.812,11.845,1.7412,0.23211,0.096853,0.038621,0.96709,0.91219,0.38063,0.15178,29.482,10.124,137.52,-623.61,0.023238,0.1893,-0.64531,-0.026972,0.18619,-0.71122,0.012841,0.18076,-0.71785,0.085608,0.16881,-0.67656
12918,0.97287,-0.020589,0.23045,0.12303,0.88957,-0.43991,-0.19594,0.45633,0.86797,26.877,13.323,1.2124,0.23202,0.11038,0.03718,0.96571,0.89371,0.42518,0.14321,30.094,8.278,137.74,-623.74,0.021491,0.1896,-0.6452,-0.026981,0.18593,-0.71241,0.013018,0.18085,-0.71794,0.084792,0.16963,-0.67482
12920,0.96689,-0.014359,0.2548,0.12927,0.88842,-0.44046,-0.22004,0.45881,0.86086,27.097,14.762,0.85084,0.23324,0.12316,0.037252,0.96387,0.8756,0.46235,0.13985,30.898,6.339,138.12,-623.68,0.019922,0.18992,-0.64506,-0.026839,0.18576,-0.71346,0.013317,0.18077,-0.71807,0.084047,0.17025,-0.67301
12921,0.96009,-0.0082507,0.27956,0.13518,0.88875,-0.43801,-0.24484,0.45832,0.8544,27.142,16.234,0.49237,0.23289,0.13625,0.037266,0.96219,0.85501,0.50023,0.13682,31.612,4.4333,138.07,-623.93,0.018343,0.18989,-0.64505,-0.02663,0.18542,-0.7146,0.013711,0.18058,-0.71818,0.083316,0.17065,-0.67134
12923,0.95268,-0.0030074,0.30396,0.14296,0.8869,-0.43929,-0.26826,0.46196,0.84536,27.459,17.696,0.18087,0.23475,0.14905,0.03802,0.95981,0.83643,0.53107,0.13547,32.598,2.5502,138.61,-623.82,0.016885,0.19034,-0.64488,-0.026295,0.18536,-0.71557,0.014138,0.18057,-0.71822,0.082599,0.17123,-0.66964
12925,0.9453,0.0035274,0.32617,0.14557,0.89029,-0.4315,-0.29191,0.45538,0.84108,27.159,19.037,-0.2138,0.23127,0.16117,0.037039,0.95873,0.81343,0.56689,0.13028,33.035,0.90022,138.3,-624.41,0.0154,0.19021,-0.64491,-0.026013,0.18529,-0.71646,0.01451,0.18077,-0.71811,0.08183,0.17194,-0.66778
12926,0.93691,0.010813,0.34941,0.14897,0.89187,-0.42706,-0.31625,0.45217,0.83399,27.116,20.451,-0.66125,0.2297,0.17391,0.036095,0.95692,0.79109,0.59893,0.12431,33.759,-0.79087,138.16,-624.74,0.013784,0.1902,-0.64483,-0.02579,0.18502,-0.71735,0.014765,0.18084,-0.71797,0.080879,0.17249,-0.66611
12928,0.92867,0.01958,0.3704,0.15204,0.89076,-0.42828,-0.33832,0.45405,0.82424,27.457,21.74,-1.2078,0.23112,0.18564,0.034696,0.95442,0.77435,0.62198,0.11625,34.731,-2.2316,138.58,-624.59,0.012249,0.19068,-0.64459,-0.025686,0.18476,-0.71808,0.014928,0.181,-0.71776,0.079905,0.17323,-0.66439
12930,0.92032,0.029018,0.39009,0.15118,0.89336,-0.42314,-0.36077,0.4484,0.81779,27.358,22.96,-1.8059,0.22867,0.19701,0.032054,0.95282,0.75337,0.64906,0.1056,35.339,-3.7766,138.36,-624.89,0.010612,0.19065,-0.64447,-0.025679,0.1845,-0.71876,0.014941,0.18115,-0.71752,0.078857,0.17408,-0.66263
12931,0.91164,0.034233,0.40956,0.15397,0.8955,-0.41757,-0.38106,0.44374,0.8111,27.24,24.177,-2.1505,0.2264,0.20782,0.031474,0.95108,0.73286,0.67271,0.10188,35.99,-5.9681,138.44,-625.11,0.0087995,0.19077,-0.6443,-0.02582,0.18472,-0.71923,0.014768,0.18139,-0.71723,0.077526,0.17494,-0.66102
12933,0.90208,0.043906,0.42934,0.15567,0.89475,-0.41857,-0.40253,0.44441,0.80029,27.61,25.426,-2.7865,0.22751,0.2193,0.029463,0.9483,0.71686,0.69101,0.092836,37.007,-7.5461,138.69,-625.01,0.0068952,0.19115,-0.6441,-0.026072,0.18429,-0.71994,0.014496,0.18156,-0.71693,0.076132,0.17557,-0.65938
12935,0.89279,0.051381,0.44754,0.15637,0.89636,-0.41484,-0.42247,0.44035,0.79222,27.639,26.586,-3.2938,0.22595,0.22986,0.027739,0.94622,0.69843,0.71053,0.085743,37.751,-9.5499,138.56,-625.2,0.0050224,0.19109,-0.64398,-0.026335,0.1841,-0.72044,0.014203,0.18156,-0.71665,0.074661,0.17628,-0.65785
12936,0.88377,0.057643,0.46435,0.15617,0.89914,-0.40886,-0.44108,0.43386,0.78563,27.493,27.668,-3.7318,0.22305,0.23965,0.02608,0.94453,0.67915,0.72969,0.079407,38.347,-11.316,138.25,-625.45,0.0032348,0.19095,-0.64379,-0.026595,0.18399,-0.72076,0.013859,0.18172,-0.71625,0.07321,0.17689,-0.65621
12938,0.87512,0.063321,0.47975,0.15548,0.90205,-0.40267,-0.45825,0.42697,0.77955,27.318,28.669,-4.1385,0.21995,0.24868,0.024432,0.94296,0.66073,0.74703,0.073392,38.889,-12.625,138.05,-625.6,0.0015325,0.19101,-0.64347,-0.026892,0.18401,-0.72092,0.01345,0.18226,-0.71563,0.071895,0.17741,-0.65477
12941,0.86105,0.077198,0.50263,0.15071,0.90527,-0.39721,-0.48568,0.41777,0.76784,27.353,30.174,-5.1232,0.21676,0.26286,0.019552,0.93997,0.63516,0.77025,0.057292,39.908,-14.717,137.67,-625.33,-0.0011154,0.19092,-0.64274,-0.027418,0.18351,-0.72111,0.012808,0.18255,-0.71462,0.069687,0.17845,-0.65219
12946,0.85231,0.074907,0.51765,0.1602,0.90474,-0.3947,-0.4979,0.41933,0.75911,27.472,31.175,-5.0227,0.21706,0.27079,0.022744,0.93757,0.6241,0.7786,0.065395,40.705,-17.301,137.98,-624.51,-0.0030065,0.19113,-0.64169,-0.027939,0.18387,-0.72052,0.012182,0.18259,-0.71355,0.06798,0.17858,-0.65017
12952,0.84581,0.073566,0.52838,0.15661,0.91256,-0.37776,-0.50997,0.40226,0.76034,26.419,31.896,-4.9709,0.20791,0.27677,0.022136,0.93791,0.59939,0.79791,0.063817,40.592,-18.865,137.31,-623.12,-0.0044608,0.19075,-0.63926,-0.028423,0.18477,-0.71826,0.011639,0.18343,-0.7109,0.066737,0.17925,-0.64684
12957,0.84082,0.066222,0.53725,0.15943,0.91817,-0.36269,-0.51731,0.39061,0.76146,25.469,32.497,-4.5033,0.20074,0.28102,0.024839,0.93814,0.57976,0.81162,0.071736,40.516,-19.37,137.0,-620.01,-0.0052119,0.19079,-0.63522,-0.028469,0.18581,-0.71471,0.011522,0.18466,-0.70687,0.066098,0.17917,-0.64257
12967,0.84995,0.061819,0.52322,0.14967,0.92385,-0.35228,-0.50515,0.37773,0.77598,24.417,31.548,-4.1599,0.19373,0.27291,0.023313,0.94204,0.57746,0.81346,0.069489,39.205,-18.06,136.12,-617.32,-0.0044019,0.19017,-0.63201,-0.029044,0.18623,-0.71109,0.011067,0.18515,-0.70384,0.066736,0.17895,-0.6405
12970,0.86313,0.054197,0.50207,0.14835,0.92314,-0.35469,-0.4827,0.38062,0.78875,24.213,30.137,-3.593,0.19445,0.26041,0.024898,0.94539,0.59655,0.79893,0.076384,38.046,-16.322,136.32,-616.01,-0.0027312,0.19033,-0.63095,-0.029391,0.18664,-0.70954,0.010911,0.18533,-0.70326,0.06803,0.17845,-0.64134
12972,0.87301,0.050929,0.48503,0.14121,0.92554,-0.35134,-0.46681,0.37521,0.80081,23.688,29.015,-3.3387,0.19148,0.25086,0.023792,0.9486,0.60503,0.79264,0.075179,36.9,-14.597,135.85,-615.43,-0.001359,0.18997,-0.63027,-0.029567,0.18679,-0.70827,0.010817,0.18549,-0.70278,0.069164,0.17815,-0.64203
12974,0.88476,0.040353,0.4643,0.14261,0.92501,-0.35215,-0.4437,0.37779,0.81266,23.429,27.665,-2.6114,0.19176,0.23854,0.026865,0.95163,0.62415,0.7764,0.087441,35.785,-12.849,135.85,-614.51,0.00068797,0.18985,-0.62953,-0.029395,0.18722,-0.70686,0.011096,0.18542,-0.70235,0.070723,0.17739,-0.64303
12978,0.89366,0.028521,0.44783,0.14679,0.92449,-0.3518,-0.42405,0.38013,0.822,23.17,26.605,-1.828,0.19182,0.22849,0.030994,0.95396,0.63952,0.7618,0.10334,34.907,-11.256,135.94,-613.62,0.0033175,0.18962,-0.6288,-0.028225,0.1879,-0.70546,0.012404,0.18507,-0.70189,0.072969,0.17688,-0.64351
12982,0.90328,0.02101,0.42853,0.1452,0.9249,-0.3514,-0.40373,0.37963,0.83239,22.887,25.374,-1.3324,0.19104,0.2175,0.032454,0.95663,0.65583,0.74664,0.11141,33.872,-8.2133,135.67,-612.92,0.0061136,0.1894,-0.62817,-0.027092,0.18807,-0.70423,0.013521,0.18518,-0.70139,0.075306,0.17609,-0.64441
12984,0.91079,0.010884,0.41273,0.14894,0.92368,-0.35302,-0.38507,0.383,0.83966,22.804,24.376,-0.68466,0.19199,0.20811,0.036011,0.9584,0.67266,0.72911,0.12617,33.168,-6.6814,135.84,-612.44,0.0078065,0.18947,-0.62786,-0.026728,0.18851,-0.70333,0.01388,0.1853,-0.70122,0.076606,0.17532,-0.6455
12986,0.91924,0.0084012,0.39361,0.14471,0.92257,-0.35765,-0.36614,0.38573,0.84685,22.896,23.179,-0.52362,0.19353,0.19779,0.035486,0.9603,0.69369,0.70895,0.1272,32.399,-4.8857,136.03,-611.73,0.0094105,0.1896,-0.62753,-0.026709,0.18861,-0.70233,0.01391,0.1853,-0.70106,0.077707,0.17515,-0.64657
12988,0.92925,-0.002948,0.36944,0.14403,0.92374,-0.35491,-0.34022,0.38301,0.85881,22.453,21.681,0.18177,0.19151,0.18417,0.038144,0.9633,0.71346,0.68613,0.14211,31.141,-3.486,135.69,-611.46,0.011002,0.18921,-0.62729,-0.027061,0.18914,-0.70102,0.013605,0.18536,-0.70087,0.078752,0.17432,-0.6482
12990,0.93972,-0.012504,0.34172,0.14242,0.92284,-0.35789,-0.31087,0.38499,0.86899,22.384,19.981,0.76232,0.19228,0.16891,0.0401,0.96586,0.74223,0.65202,0.15479,30.029,-2.3796,135.78,-610.78,0.012497,0.18906,-0.62705,-0.027708,0.18963,-0.69953,0.01294,0.18516,-0.70081,0.079469,0.1738,-0.64992
12992,0.94819,-0.012934,0.31743,0.13339,0.92303,-0.36086,-0.28833,0.38451,0.87694,22.367,18.507,0.78151,0.1925,0.15644,0.037791,0.96801,0.76719,0.62349,0.15061,29.063,-0.67119,135.61,-610.47,0.013715,0.18892,-0.62706,-0.028347,0.1895,-0.69852,0.012229,0.1851,-0.7008,0.080035,0.1736,-0.65174
12994,0.95494,-0.016126,0.29637,0.12825,0.92292,-0.36301,-0.26767,0.38467,0.88339,22.339,17.24,0.96744,0.19276,0.14542,0.037222,0.9697,0.78899,0.59521,0.15235,28.283,0.90688,135.55,-610.34,0.015023,0.18886,-0.62718,-0.028602,0.1896,-0.6977,0.011883,0.18513,-0.70087,0.080688,0.17331,-0.65331
12997,0.96173,-0.022369,0.27309,0.12621,0.9208,-0.36905,-0.24321,0.3894,0.88838,22.559,15.848,1.3324,0.19529,0.13294,0.038257,0.97094,0.81601,0.55549,0.15986,27.693,2.8346,135.7,-610.24,0.016801,0.1889,-0.62755,-0.028547,0.18969,-0.69702,0.011833,0.18501,-0.70117,0.081779,0.17265,-0.65537
12999,0.96614,-0.02769,0.25651,0.12454,0.92078,-0.36966,-0.22596,0.38909,0.89306,22.486,14.863,1.6417,0.19513,0.12408,0.039148,0.97211,0.83201,0.52905,0.16692,27.128,3.9333,135.53,-610.56,0.01797,0.18864,-0.62806,-0.028528,0.18983,-0.69666,0.011764,0.18486,-0.7015,0.082359,0.1722,-0.65697
13001,0.97246,-0.033804,0.23059,0.12137,0.91812,-0.37726,-0.19896,0.39486,0.89694,22.812,13.332,1.9909,0.19837,0.11036,0.039868,0.97308,0.8607,0.47883,0.17298,26.65,5.8526,135.75,-610.73,0.019553,0.18877,-0.62876,-0.028796,0.18988,-0.69617,0.011286,0.1848,-0.7021,0.083006,0.17151,-0.65947
13003,0.97677,-0.04077,0.21039,0.11985,0.91778,-0.37857,-0.17766,0.39499,0.90135,22.782,12.145,2.3901,0.19852,0.099585,0.04122,0.97415,0.87883,0.44086,0.18248,26.11,6.5344,135.73,-611.02,0.020409,0.18861,-0.62934,-0.029279,0.19023,-0.69562,0.010694,0.18471,-0.70244,0.083202,0.17109,-0.66128
13005,0.98067,-0.046059,0.1902,0.11746,0.91591,-0.38382,-0.15652,0.39874,0.90361,23.014,10.964,2.689,0.20072,0.088929,0.04194,0.9747,0.89804,0.39789,0.18765,25.83,7.29,135.8,-611.04,0.021275,0.18846,-0.62989,-0.029756,0.19028,-0.69504,0.010099,0.18432,-0.70281,0.083371,0.17058,-0.66313
13007,0.98448,-0.050295,0.16815,0.11258,0.91597,-0.38513,-0.13465,0.39808,0.90741,22.998,9.6805,2.9246,0.20068,0.077588,0.041733,0.97569,0.91565,0.35401,0.19041,25.32,8.5096,135.76,-611.12,0.022306,0.18838,-0.63022,-0.030165,0.19051,-0.69423,0.009476,0.18439,-0.7029,0.083546,0.17033,-0.66481
13008,0.98775,-0.053444,0.14663,0.10669,0.91693,-0.38452,-0.1139,0.39546,0.9114,22.875,8.4317,3.0971,0.19964,0.066684,0.040988,0.97674,0.931,0.31097,0.19114,24.765,10.004,135.45,-611.34,0.023236,0.18823,-0.63043,-0.030587,0.19056,-0.69327,0.0088072,0.18463,-0.70271,0.083689,0.16989,-0.66639
13010,0.99063,-0.056906,0.12418,0.10114,0.91662,-0.38677,-0.091814,0.3957,0.91378,22.941,7.1333,3.2877,0.20015,0.055248,0.040425,0.97737,0.94618,0.26118,0.19111,24.424,11.373,135.48,-611.13,0.024315,0.18823,-0.63048,-0.030943,0.19074,-0.69215,0.0081963,0.18471,-0.70245,0.083851,0.16965,-0.66791
13012,0.99388,-0.066718,0.088079,0.095778,0.91767,-0.38564,-0.055098,0.39171,0.91844,22.777,5.0531,3.8405,0.1986,0.03658,0.041516,0.97852,0.96331,0.17743,0.20137,23.796,12.845,135.19,-610.85,0.02591,0.18776,-0.63059,-0.031466,0.19128,-0.69008,0.0073134,0.18462,-0.70193,0.083995,0.1691,-0.67012
13014,0.99528,-0.071046,0.066155,0.091193,0.91789,-0.38622,-0.033284,0.39043,0.92003,22.772,3.7932,4.083,0.19834,0.025395,0.041433,0.97893,0.97127,0.12436,0.2029,23.566,14.299,135.11,-610.59,0.027055,0.18771,-0.63048,-0.031651,0.19152,-0.68875,0.0068756,0.1848,-0.70138,0.084165,0.16879,-0.67129
13016,0.99582,-0.077854,0.04767,0.090225,0.91887,-0.3841,-0.013898,0.3868,0.92206,22.615,2.7323,4.4703,0.19678,0.015716,0.042905,0.97938,0.97409,0.077795,0.21238,23.31,15.363,134.84,-610.57,0.028107,0.18743,-0.63047,-0.03158,0.19187,-0.68759,0.0066543,0.18495,-0.70097,0.084432,0.16829,-0.67243
13018,0.99624,-0.08119,0.030122,0.08653,0.91954,-0.38336,0.0034264,0.38453,0.92311,22.553,1.7261,4.6591,0.19596,0.0068126,0.042801,0.97965,0.9764,0.033945,0.21326,23.155,16.528,134.79,-610.49,0.029072,0.1874,-0.63047,-0.031608,0.19217,-0.68655,0.0063656,0.18518,-0.7006,0.084582,0.16816,-0.67346
13021,0.99591,-0.090291,-0.0030333,0.082249,0.92008,-0.383,0.037372,0.38118,0.92374,22.52,-0.17379,5.1803,0.19499,-0.01031,0.044026,0.97976,0.97415,-0.051507,0.21995,23.093,18.712,134.59,-610.54,0.031055,0.18717,-0.63074,-0.031361,0.19267,-0.68472,0.0060642,0.1854,-0.7001,0.084986,0.16755,-0.67569
13023,0.99522,-0.095495,-0.020313,0.080407,0.91972,-0.38426,0.055377,0.38079,0.923,22.603,-1.1639,5.481,0.19526,-0.019318,0.044894,0.97953,0.97007,-0.095975,0.22304,23.224,20.068,134.54,-610.44,0.032303,0.18707,-0.63082,-0.031049,0.1929,-0.68376,0.006066,0.18546,-0.69978,0.085333,0.16715,-0.67671
13026,0.99388,-0.10075,-0.045311,0.076069,0.92161,-0.3806,0.080103,0.37482,0.92363,22.395,-2.597,5.7881,0.19277,-0.032004,0.04512,0.97968,0.96121,-0.15958,0.22498,23.139,22.215,134.0,-610.62,0.034196,0.18661,-0.63094,-0.030401,0.19308,-0.68229,0.0062548,0.18559,-0.6992,0.08594,0.16665,-0.67818
13029,0.99156,-0.10954,-0.069405,0.075352,0.9223,-0.37906,0.10553,0.37063,0.92276,22.332,-3.9798,6.3038,0.19137,-0.044656,0.047196,0.97936,0.94691,-0.22096,0.23352,23.32,24.114,133.66,-610.51,0.036146,0.1862,-0.63099,-0.029574,0.19348,-0.6807,0.0066558,0.18565,-0.69851,0.086642,0.166,-0.6795
13032,0.98848,-0.11956,-0.09278,0.07571,0.92151,-0.38091,0.13104,0.3695,0.91995,22.492,-5.3236,6.8968,0.19172,-0.057184,0.04989,0.97851,0.92981,-0.27733,0.24196,23.799,26.073,133.41,-610.18,0.038276,0.18575,-0.63106,-0.028524,0.19378,-0.67917,0.0072083,0.18542,-0.69799,0.087501,0.16514,-0.68085
13035,0.98565,-0.125,-0.11344,0.073349,0.92243,-0.37913,0.15203,0.36537,0.91836,22.433,-6.5137,7.2278,0.1903,-0.067857,0.0507,0.97806,0.91358,-0.32576,0.2434,24.046,28.538,133.02,-610.38,0.04046,0.18546,-0.63118,-0.027268,0.19395,-0.67792,0.0079916,0.18565,-0.69741,0.088423,0.16459,-0.68211
13038,0.98241,-0.13219,-0.13192,0.073695,0.92346,-0.37655,0.1716,0.3602,0.91696,22.325,-7.5808,7.6636,0.18841,-0.07762,0.052651,0.9776,0.89521,-0.36881,0.25017,24.299,30.518,132.7,-610.38,0.042511,0.18511,-0.63121,-0.026019,0.19437,-0.67668,0.0088557,0.18582,-0.69684,0.089445,0.16414,-0.68296
13042,0.9787,-0.1404,-0.14975,0.074509,0.92273,-0.37818,0.19127,0.35897,0.91354,22.488,-8.6123,8.1639,0.18871,-0.087298,0.055016,0.9766,0.87739,-0.4059,0.2558,24.84,32.363,132.52,-609.8,0.044557,0.18473,-0.63101,-0.024697,0.19464,-0.6752,0.0097512,0.18561,-0.69608,0.090415,0.16348,-0.68371
13060,0.98634,-0.13108,-0.099776,0.086355,0.92722,-0.36443,0.14028,0.35083,0.92587,21.485,-5.7263,7.5698,0.18252,-0.061256,0.055483,0.97972,0.91096,-0.30574,0.27692,23.116,30.859,132.24,-606.41,0.043866,0.18466,-0.62657,-0.023053,0.19459,-0.67419,0.012511,0.18587,-0.6934,0.092665,0.16448,-0.677
13062,0.98945,-0.12542,-0.072508,0.090998,0.92752,-0.36254,0.11272,0.35211,0.92914,21.315,-4.1581,7.2239,0.1822,-0.047225,0.055175,0.98058,0.92892,-0.24077,0.2813,22.623,29.562,132.37,-605.98,0.042582,0.185,-0.62561,-0.023067,0.19437,-0.67511,0.013029,0.18612,-0.6932,0.092792,0.16486,-0.67469
13064,0.9918,-0.11973,-0.044633,0.096124,0.92923,-0.35679,0.084195,0.34957,0.93312,20.925,-2.5582,6.8837,0.1799,-0.032811,0.054976,0.9816,0.94212,-0.17183,0.2879,22.017,27.901,132.16,-605.59,0.041152,0.18494,-0.62464,-0.023086,0.1941,-0.67596,0.013532,0.18614,-0.69298,0.09282,0.16523,-0.67223
13066,0.99324,-0.1147,-0.017664,0.10083,0.9283,-0.35789,0.057446,0.35369,0.9336,20.974,-1.0121,6.5871,0.18121,-0.019127,0.054885,0.98173,0.95222,-0.10051,0.28841,21.941,26.268,132.59,-604.61,0.03972,0.18538,-0.62349,-0.023193,0.19398,-0.67657,0.013886,0.18618,-0.69263,0.09269,0.16572,-0.6697
13068,0.99389,-0.11012,0.0071923,0.10557,0.92982,-0.35254,0.032134,0.35115,0.93577,20.643,0.41209,6.3224,0.17909,-0.0063479,0.054896,0.98228,0.95555,-0.033869,0.29289,21.605,24.5,132.49,-603.92,0.038242,0.18537,-0.62234,-0.023323,0.19387,-0.67695,0.014173,0.18624,-0.69209,0.092478,0.16615,-0.66717
13070,0.99389,-0.10552,0.032342,0.11014,0.92981,-0.35118,0.0069841,0.3526,0.93575,20.571,1.8534,6.0603,0.17912,0.006454,0.054889,0.98227,0.95555,0.03443,0.29282,21.608,22.757,132.77,-602.7,0.036922,0.18558,-0.62099,-0.023314,0.19384,-0.67716,0.014602,0.18615,-0.69142,0.092268,0.16676,-0.66442
13072,0.99318,-0.10162,0.057136,0.11514,0.93172,-0.34445,-0.018233,0.34868,0.93706,20.183,3.2754,5.8419,0.17635,0.019176,0.05515,0.98259,0.94932,0.10323,0.29688,21.412,21.11,132.6,-601.82,0.035609,0.1855,-0.61959,-0.023197,0.19379,-0.67724,0.015058,0.18624,-0.69055,0.092093,0.16717,-0.66163
13074,0.99207,-0.098013,0.078629,0.11909,0.93303,-0.33951,-0.040088,0.34618,0.93731,19.911,4.5098,5.6423,0.17445,0.030203,0.055234,0.98265,0.94063,0.16286,0.29782,21.376,19.62,132.55,-600.97,0.034316,0.18555,-0.61829,-0.023252,0.19377,-0.67721,0.015326,0.18639,-0.68965,0.091722,0.16757,-0.65907
13076,0.99072,-0.093927,0.098236,0.12186,0.93393,-0.33605,-0.060181,0.3449,0.93671,19.736,5.6376,5.4159,0.17327,0.040309,0.054908,0.98252,0.93067,0.21651,0.29492,21.459,18.009,132.5,-600.26,0.032809,0.18559,-0.61722,-0.023611,0.19363,-0.67727,0.015208,0.18644,-0.68897,0.091037,0.1679,-0.65689
13078,0.98913,-0.090368,0.11596,0.12436,0.93501,-0.33211,-0.078414,0.34292,0.93608,19.534,6.6592,5.2201,0.17179,0.049466,0.054645,0.98237,0.91898,0.26462,0.29232,21.548,15.94,132.56,-599.68,0.031138,0.18559,-0.61644,-0.024192,0.19368,-0.67744,0.014882,0.18638,-0.6885,0.090213,0.16843,-0.65498
13080,0.98787,-0.07973,0.13329,0.11997,0.93674,-0.32883,-0.098637,0.34083,0.93494,19.378,7.6596,4.6143,0.17043,0.059027,0.050826,0.98229,0.90951,0.31499,0.27123,21.601,14.836,132.55,-599.43,0.029515,0.18587,-0.61573,-0.024828,0.19331,-0.6778,0.014405,0.1867,-0.68799,0.089276,0.16925,-0.65318
13082,0.9857,-0.075997,0.15043,0.12221,0.93693,-0.32744,-0.11605,0.34114,0.93282,19.342,8.6516,4.4088,0.17025,0.067857,0.050472,0.98177,0.89559,0.35696,0.2655,21.917,13.42,132.52,-599.13,0.027816,0.18604,-0.61503,-0.025479,0.19306,-0.67807,0.013905,0.18691,-0.68755,0.088254,0.16931,-0.65161
13084,0.98338,-0.072947,0.16628,0.1236,0.93976,-0.3187,-0.13302,0.33395,0.93316,18.856,9.5718,4.2424,0.16617,0.076207,0.050044,0.98187,0.87672,0.40206,0.26403,21.852,11.209,132.36,-598.84,0.026146,0.18584,-0.61436,-0.026071,0.19332,-0.67812,0.013537,0.18696,-0.68704,0.087333,0.17003,-0.64984
